Operating Unit	Country Name	Planning Cycle	Implementation Year	Mechanism ID	Mechanism Name	Funding Agency	Partner Name	Award Number	Start Date	End Date	Procurement Type	Record Type	GAP	GHP-State	GHP-USAID	Total New Funding Sources	Applied Pipeline Amount	Total Planned Funding	CIRC	HBHC	HKID	HLAB	HMBL	HMIN	HTXD	HTXS	HVAB	HVCT	HVMS	HVOP	HVSI	IDUP	MTCT	OHSS	PDCS	PDTX	HVTB	Gender: Preventing and Responding to Gender-based Violence (GBV)	Water	Prevention among Adolescent Girls & Young Women	Condoms: Commodities	"Condoms: Policy, Tools, and Service Delivery"	Construction	Economic Strengthening	Education	Food and Nutrition: Commodities	"Food and Nutrition: Policy, Tools, and Service Delivery"	Gender: Gender Equality	Human Resources for Health	Key Populations: MSM and TG	Key Populations: SW	Motor Vehicles: Leased	Motor Vehicles: Purchased	Renovation
Lesotho	Lesotho	2017 COP	FY 2018	14301	LETLAMA	USAID	Population Services International					Implementing Mechanism	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lesotho	Lesotho	2017 COP	FY 2018	17429	LDF Comprehensive Clinical Support Program	DOD	Population Services International				Contract	Implementing Mechanism		270503		270503	445034	715537	0	25848	0	0	0	0	0	171844	0	28594	0	0	0	0	0	0	55	178	43984				1000	1000											35000	
Lesotho	Lesotho	2017 COP	FY 2018	18227	Scaling-up Targeted Community Based HTS and Linkage to Treatment in Lesotho	HHS/CDC	Population Services International				Contract	Implementing Mechanism		5648660		5648660	0	5648660	0	0	0	0	0	0	0	0	0	5648660	0	0	0	0	0	0	0	0	0											150000	300000					
Lesotho	Lesotho	2017 COP	FY 2018	18235	EQUIP	USAID	RIGHT TO CARE				Cooperative Agreement	Implementing Mechanism	0	0	1250000	1250000	0	1250000	0	0	0	0	0	0	0	1250000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30000	0	200000	150000	0	0	0
Lesotho	Lesotho	2017 COP	FY 2018	Redacted as the Mechanism is to be determined	Redacted as the Mechanism is to be determined	USAID	TBD					Implementing Mechanism	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lesotho	Lesotho	2017 COP	FY 2018	18240	Vodafone	USAID	THE VODAFONE FOUNDATION					Implementing Mechanism	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lesotho	Lesotho	2017 COP	FY 2018	7455	"LDF, Department of Defense Support"	DOD	U.S. Department of Defense (Defense)					Implementing Mechanism		0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																	
Lesotho	Lesotho	2017 COP	FY 2018	11030	PEPFAR Small Grants Program	State/AF	U.S. Department of State				Grant	Implementing Mechanism		150000		150000	0	150000	0	60000	30000	0	0	0	0	0	0	0	0	0	0	0	0	0	60000	0	0								50000		100000	30000						
Lesotho	Lesotho	2017 COP	FY 2018	16766	Applying Science to Strengthen and Improve Systems (ASSIST)	USAID	"University Research Corporation, LLC"					Implementing Mechanism	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lesotho	Lesotho	2017 COP	FY 2018	17431	Support Laboratory Diagnosis and Monitoring to Scale up and Improve HIV/AIDS Care and Treatment Services in the Kingdom of Lesotho under the President’s Emergency Plan for AIDS Relief (PEPFAR)	HHS/CDC	"University Research Corporation, LLC"				Contract	Implementing Mechanism		1310000		1310000	0	1310000	0	0	0	460000	0	0	0	850000	0	0	0	0	0	0	0	0	0	0	0												100000					
Lesotho	Lesotho	2017 COP	FY 2018	18679	MEASURE Evaluation	USAID	"University of North Carolina at Chapel Hill, Carolina Population Center"					Implementing Mechanism	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lesotho	Lesotho	2017 COP	FY 2018	101086	Management and Operations	State						Management and Operations		306717		306717	0	306717	0	0	0	0	0	0	0	0	0	0	306717	0	0	0	0	0	0	0	0																	
Lesotho	Lesotho	2017 COP	FY 2018	102086	Management and Operations	USAID						Management and Operations	0	0	2840763	2840763	1537966	4378729	188886	33070	21307	0	0	0	0	66143	0	0	1915987	54379	330716	0	66143	64922	33070	33070	33070	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lesotho	Lesotho	2017 COP	FY 2018	104086	Management and Operations	DOD						Management and Operations		50024		50024	54966	104990	2824	2824	0	2824	0	0	0	5649	0	0	30255	2824	2824	0	0	0	0	0	0																	
Lesotho	Lesotho	2017 COP	FY 2018	106086	Management and Operations	PC						Management and Operations		300839		300839	279161	580000	0	0	158683	0	0	0	0	0	0	0	121641	20515	0	0	0	0	0	0	0																	
Lesotho	Lesotho	2017 COP	FY 2018	109086	Management and Operations	HHS/CDC						Management and Operations	512500	1338906		1851406	760681	2612087	0	0	0	137698	0	0	0	132461	0	57916	618581	0	508131	0	0	190530	20949	20949	164191																	
Malawi	Malawi	2017 COP	FY 2018	14442	"Improving Quality of Care and Health Impact through Sustainable, Integrated, Innovative Information System Technologies in Malawi under PEPFAR"	HHS/CDC	BAOBAB HEALTH TRUST				Contract	Implementing Mechanism		5610544		5610544	1186351	6796895	0	0	0	0	0	0	0	3534643	0	280527	0	0	224423	0	0	56105	280527	953792	280527												250000					
Malawi	Malawi	2017 COP	FY 2018	18351	Strengthening Strategic Information In The Malawi Defence Forces Through Appropriate Demonstrated Innovative Medical Informatics Interventions	DOD	BAOBAB HEALTH TRUST				Contract	Implementing Mechanism		50000		50000	150000	200000	0	0	0	0	0	0	0	43500	0	0	0	0	0	0	0	0	0	6500	0																	
Malawi	Malawi	2017 COP	FY 2018	70185	Baylor TSP	USAID	BAYLOR COLLEGE OF MEDICINE CHILDRENS FOUNDATION MALAWI		3/31/2016 4:00	3/31/2021 4:00	Contract	Implementing Mechanism	0	1880000	0	1880000	0	1880000	0	0	0	0	0	0	0	1410000	0	0	0	0	0	0	0	0	0	470000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Malawi	Malawi	2017 COP	FY 2018	12131	"Strengthening the Delivery, Coordination, and Monitoring of HIV Services in Malawi through a Faith-based Institution under the President’s Emergency Plan for AIDS Relief (PEPFAR)"	HHS/CDC	CHRISTIAN HEALTH ASSOCIATION OF MALAWI				Contract	Implementing Mechanism		517056		517056	650000	1167056	0	0	0	0	0	0	0	378010	0	103041	0	0	6001	0	0	18002	0	12002	0												120016					
Malawi	Malawi	2017 COP	FY 2018	18245	Strengthening Human Resource For Health capacity to Deliver Quality HIV/AIDS services in high burden sites under PEPFAR	HHS/CDC	CHRISTIAN HEALTH ASSOCIATION OF MALAWI				Contract	Implementing Mechanism		467818		467818	1072478	1540296	0	0	0	0	0	0	0	327472	0	23391	0	0	0	0	0	23391	0	93564	0												77818					
Malawi	Malawi	2017 COP	FY 2018	16716	STEPS	USAID	"COUNTERPART INTERNATIONAL, INC."				Contract	Implementing Mechanism	0	0	685000	685000	550000	1235000	0	0	0	0	0	0	0	506900	0	0	0	0	0	0	0	34250	41100	102750	0	0	0	0	0	0	0	0	0	0	0	20000	100000	0	0	0	0	0
Malawi	Malawi	2017 COP	FY 2018	18279	Coordinating Comprehensive Care for Children (4Children)	USAID	Catholic Relief Services		9/15/2014 4:00	9/16/2019 4:00	Cooperative Agreement	Implementing Mechanism	0	535467	0	535467	490000	1025467	0	0	267734	0	0	0	0	0	267733	0	0	0	0	0	0	0	0	0	0	107093	0	0	0	267733	0	0	160639	0	0	0	0	0	0	0	0	0
Malawi	Malawi	2017 COP	FY 2018	18063	Global Health Supply Chain Program	USAID	"Chemonics International, Inc."		1/11/2016 5:00	11/28/2020 5:00	Contract	Implementing Mechanism	0	508651	0	508651	3100000	3608651	0	0	0	86470	0	0	0	320450	0	0	0	0	0	0	0	25433	0	76298	0	0	0	0	0	150000	0	0	0	0	0	0	218000	0	0	0	50000	0
Malawi	Malawi	2017 COP	FY 2018	18305	HRH 2030	USAID	"Chemonics International, Inc."		9/1/2015 4:00	8/31/2020 4:00	Contract	Implementing Mechanism	0	77817	0	77817	1040000	1117817	0	0	0	0	0	0	0	41243	0	7782	0	0	0	0	0	19454	0	9338	0	0	0	0	0	0	0	0	0	0	0	0	77817	0	0	0	0	0
Malawi	Malawi	2017 COP	FY 2018	17268	Global HIV/AIDS Nursing Initiative	HHS/HRSA	Columbia University					Implementing Mechanism		0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																	
Malawi	Malawi	2017 COP	FY 2018	18256	Construction and Renovation	State/AF	DEPARTMENT OF STATE				Contract	Implementing Mechanism		0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																	
Malawi	Malawi	2017 COP	FY 2018	14113	District Health System Strengthening and Quality Improvement for Service Delivery in Malawi under PEPFAR	HHS/CDC	Elizabeth Glaser Pediatric AIDS Foundation					Implementing Mechanism		2433725		2433725	0	2433725	0	0	0	0	0	0	0	2433725	0	0	0	0	0	0	0	0	0	0	0																	
Malawi	Malawi	2017 COP	FY 2018	18544	"Achieving HIV Epidemic Control through Scaling Up Quality Testing, Care and Treatment in Malawi under the Presidents Emergency Fund for AIDS Relief (PEPFAR) - Pivot 2"	HHS/CDC	Elizabeth Glaser Pediatric AIDS Foundation				Contract	Implementing Mechanism		6247800		6247800	100000	6347800	0	201630	0	0	0	0	0	3807423	98849	175109	0	150115	0	0	403261	0	504076	302446	604891		100000										150000	9200	9200		515000	150000
Malawi	Malawi	2017 COP	FY 2018	14242	FANTA III	USAID	FHI Development 360 LLC					Implementing Mechanism	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Malawi	Malawi	2017 COP	FY 2018	17585	Linkages	USAID	FHI Development 360 LLC		6/11/2014 4:00	12/30/2021 5:00	Cooperative Agreement	Implementing Mechanism	0	2451446	0	2451446	1250000	3701446	0	49029	0	0	0	0	0	1054122	213515	301289	0	612861	0	0	0	0	0	220630	0	100000	0	0	0	200000	0	10000	0	0	0	0	141445	750000	1250000	0	0	0
Malawi	Malawi	2017 COP	FY 2018	18303	Health Communication for Life	USAID	FHI Development 360 LLC					Implementing Mechanism	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Malawi	Malawi	2017 COP	FY 2018	18246	Quality Improvement Capacity for Impact Project (QICIP)	HHS/HRSA	Health Research Inc./New York State Department of Health				Contract	Implementing Mechanism		200000		200000	51165	251165	0	0	0	0	0	0	0	174000	0	0	0	0	0	0	0	0	0	26000	0																	
Malawi	Malawi	2017 COP	FY 2018	14432	support to MDF	DOD	JHPIEGO					Implementing Mechanism		0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																	
Malawi	Malawi	2017 COP	FY 2018	16794	MCHIP/SANKHANI	USAID	JHPIEGO					Implementing Mechanism	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Malawi	Malawi	2017 COP	FY 2018	18045	Bringing VMMC Services to Scale in the MDF	DOD	JHPIEGO				Contract	Implementing Mechanism		36409		36409	210140	246549	0	0	0	0	0	0	0	0	0	0	0	0	36409	0	0	0	0	0	0																	
Malawi	Malawi	2017 COP	FY 2018	18244	Addressing unmet need in HIV Testing Services (HTS) through effective delivery models under PEPFAR	HHS/CDC	JHPIEGO				Contract	Implementing Mechanism		3574713		3574713	0	3574713	0	0	0	0	0	0	0	1608621	0	714943	0	0	178736	0	0	357471	107241	607701	0																525000	
Malawi	Malawi	2017 COP	FY 2018	18247	Technical Assistance to Provide High-Quality Voluntary Medical Male Circumcision (VMMC) Services to Programs Supported by the President’s Emergency Plan for AIDS Relief (PEPFAR)	HHS/CDC	JHPIEGO				Cooperative Agreement	Implementing Mechanism		0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																	
Malawi	Malawi	2017 COP	FY 2018	18654	Strengthening High Impact Interventions for an AIDS-free Generation(AIDSFree) Project	USAID	"JSI Research And Training Institute, INC."		7/22/2014 4:00	3/21/2020 4:00	Cooperative Agreement	Implementing Mechanism	0	1	0	1	600000	600001	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Malawi	Malawi	2017 COP	FY 2018	16704	One Community (One C)	USAID	Johns Hopkins University Center for Communication Programs				Contract	Implementing Mechanism	0	232997	6042952	6275949	2500000	8775949	0	549295	3499191	0	0	0	0	217500	1373238	54930	0	0	0	0	0	0	549295	32500	0	598000	0	0	0	400000	0	1100000	850000	0	0	250000	0	0	0	0	0	0
Malawi	Malawi	2017 COP	FY 2018	18005	Challenge TB	USAID	Koninklijke Nederlandse Centrale Vereniging tot Bestrijding der Tuberculose (KNCV)				Contract	Implementing Mechanism	0	500000	200000	700000	1300000	2000000	0	0	0	21000	0	0	0	385000	0	0	0	0	0	0	0	0	0	84000	210000	0	0	0	0	0	0	0	0	0	0	0	20000	0	0	0	0	0
Malawi	Malawi	2017 COP	FY 2018	10427	"Supporting the Safe, Adequate and Reliable Supply of Blood and Blood Products through the Malawi Blood Transfusion Service and its Support to Hospitals throughout Malawi, under the PEPFAR and the Global Health Initiative"	HHS/CDC	MALAWI BLOOD TRANSFUSION SERV ICE				Contract	Implementing Mechanism		1000000		1000000	0	1000000	0	0	0	50000	950000	0	0	0	0	0	0	0	0	0	0	0	0	0	0																110000	
Malawi	Malawi	2017 COP	FY 2018	16678	District Health System Strengthening and Quality Improvement for Service Delivery in Malawi under PEPFAR	HHS/CDC	"Management Sciences For Health, Inc."					Implementing Mechanism		2400001		2400001	1023520	3423521	0	0	0	0	0	0	0	2400000	0	0	0	0	1	0	0	0	0	0	0												1					
Malawi	Malawi	2017 COP	FY 2018	18479	SIFPO 2 BLM	USAID	Marie Stopes International					Implementing Mechanism	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Malawi	Malawi	2017 COP	FY 2018	12111	Supporting implementation of National AIDS Framework through improving coverage and quality of HIV and AIDS Services	HHS/CDC	"Ministry of Health, Malawi"					Implementing Mechanism		0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																	
Malawi	Malawi	2017 COP	FY 2018	9276	"National AIDS Commission, Malawi"	HHS/CDC	"National AIDS Commission, Malawi"					Implementing Mechanism		211621		211621	0	211621	0	0	0	0	0	0	0	102599	0	0	0	0	109022	0	0	0	0	0	0																	
Malawi	Malawi	2017 COP	FY 2018	17487	Strengthening Malawi's Vital Statistics Systems through Civil Registration under PEPFAR	HHS/CDC	National Registration Bureau Malawi				Contract	Implementing Mechanism		230000		230000	320000	550000	0	0	0	0	0	0	0	69000	0	0	0	0	115000	0	0	0	0	46000	0												62700					
Malawi	Malawi	2017 COP	FY 2018	18603	FISH	USAID	"Pact, Inc."				Contract	Implementing Mechanism	0	0	546456	546456	0	546456	0	10929	0	0	0	0	0	218583	0	54646	0	109290	0	0	0	0	0	153008	0	0	0	0	0	100000	0	0	0	0	0	0	0	0	0	0	57000	0
Malawi	Malawi	2017 COP	FY 2018	17480	HP+	USAID	Palladium Group				Contract	Implementing Mechanism	0	0	200000	200000	100000	300000	0	0	0	0	0	0	0	0	0	0	0	200000	0	0	0	0	0	0	0	0	0	0	0	200000	0	0	0	0	0	0	0	0	0	57600	0	0
Malawi	Malawi	2017 COP	FY 2018	11453	Peace Corps Volunteers	PC	Peace Corps				Grant	Implementing Mechanism		0		0	155899	155899	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																	
Malawi	Malawi	2017 COP	FY 2018	17590	Project SOAR	USAID	"Population Council, Inc., The"		9/15/2014 4:00	9/14/2019 4:00	Cooperative Agreement	Implementing Mechanism	0	700000	0	700000	600000	1300000	0	0	490000	0	0	0	0	35000	0	0	0	0	140000	0	0	0	0	35000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Malawi	Malawi	2017 COP	FY 2018	9883	Prevention for Populations and Settings with High Risk Behaviors	USAID	Population Services International					Implementing Mechanism	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Malawi	Malawi	2017 COP	FY 2018	17594	SIFPO	USAID	Population Services International					Implementing Mechanism	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Malawi	Malawi	2017 COP	FY 2018	18142	SIFPO 2	USAID	Population Services International		4/18/2014 4:00	12/31/2020 5:00	Contract	Implementing Mechanism	0	0	145013	145013	2000000	2145013	0	0	0	0	0	0	0	0	43504	29003	0	72506	0	0	0	0	0	0	0	50000	0	0	0	95012	0	0	0	0	0	0	0	0	0	0	1	0
Malawi	Malawi	2017 COP	FY 2018	17097	DOD Support to Malawi Defense Force HIV AIDS Program	DOD	Project Concern International 		3/30/2017 7:00	3/29/2020 7:00	Grant	Implementing Mechanism		579836		579836	1043736	1623572	0	17395	0	17395	0	0	0	202943	0	46387	0	98572	57984	0	5798	17395	0	92774	23193	20000				20000												
Malawi	Malawi	2017 COP	FY 2018	18234	EQUIP	USAID	RIGHT TO CARE				Cooperative Agreement	Implementing Mechanism	0	4242458	1942420	6184878	10392326	16577204	0	0	0	0	0	0	0	3186981	0	806488	0	203235	0	0	0	38711	241946	1304273	403244	500000	100000	0	0	0	140000	0	0	0	100000	0	525000	0	0	0	703000	580000
Malawi	Malawi	2017 COP	FY 2018	16486	ASPIRE	USAID	Save The Children Federation Inc					Implementing Mechanism	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Malawi	Malawi	2017 COP	FY 2018	Redacted as the Mechanism is to be determined	Redacted as the Mechanism is to be determined	DOD	TBD					Implementing Mechanism		350000		350000	0	350000	0	0	0	0	0	0	0	0	0	0	0	0	350000	0	0	0	0	0	0																	
Malawi	Malawi	2017 COP	FY 2018	14441	"Center of Excellence for Comprehensive Integrated HIV Care and Treatment Services in Lilongwe, Malawi"	HHS/CDC	The Lighthouse Trust				Contract	Implementing Mechanism		5014295		5014295	600000	5614295	0	0	0	0	0	0	0	3560150	0	250715	0	0	0	0	0	0	100285	501430	601715									10000			867500	2300	2300		55000	20000
Malawi	Malawi	2017 COP	FY 2018	18025	"Achieving HIV Epidemic Control through Scaling up Quality Testing, Care and Treatment in Malawi under the President’s Plan for AIDS Relief (PEPFAR)"	HHS/CDC	The Lighthouse Trust				Contract	Implementing Mechanism		3363569		3363569	300000	3663569	0	95212	0	0	0	0	0	1080306	142818	140990	0	0	0	0	190424	0	238030	1190152	285637												450000	6900	6900		625000	100000
Malawi	Malawi	2017 COP	FY 2018	12116	ASGF/State for Ambassadors Small Grant for HIV/AIDS	State/AF	U.S. Department of State				Grant	Implementing Mechanism		200000		200000	0	200000	0	0	200000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																	
Malawi	Malawi	2017 COP	FY 2018	17451	Human Resources for Health (HRH) Capacity Building in Malawi under the President’s Emergency Plan for AIDS Relief (PEPFAR)	HHS/CDC	UNIVERSITY OF WASHINGTON				Contract	Implementing Mechanism		2168586		2168586	1633992	3802578	0	0	0	0	0	0	0	1084293	0	216859	0	0	108429	0	260230	0	0	368660	130115												200000					
Malawi	Malawi	2017 COP	FY 2018	15888	Strengthening the National OVC Program	USAID	Unicef				Grant	Implementing Mechanism	0	0	220658	220658	800000	1020658	0	0	220658	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Malawi	Malawi	2017 COP	FY 2018	18125	ASSIST	USAID	"University Research Co., LLC"					Implementing Mechanism	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Malawi	Malawi	2017 COP	FY 2018	13101	ASSIST (former Health Care Improvement) Project	USAID	"University Research Corporation, LLC"					Implementing Mechanism	0	0	0	0	100000	100000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Malawi	Malawi	2017 COP	FY 2018	17341	"Strengthening High Quality Laboratory Services Scale-Up for HIV Diagnosis, Care, Treatment and Monitoring in Malawi under the President's Emergency Plan for AIDS Relief (PEPFAR)"	HHS/CDC	"University Research Corporation, LLC"				Contract	Implementing Mechanism		4098560		4098560	1280480	5379040	0	0	0	614784	0	0	0	2131251	0	0	0	0	204928	0	0	81971	0	819712	245914												325000					500000
Malawi	Malawi	2017 COP	FY 2018	18548	"Technical Support for PMTCT and Comprehensive Prevention, Care, and Treatment"	HHS/CDC	University of California at San Francisco		9/30/2013 4:00	3/31/2020 4:00	Cooperative Agreement	Implementing Mechanism		197401		197401	0	197401	0	0	0	0	0	0	0	0	0	0	0	0	197401	0	0	0	0	0	0																	
Malawi	Malawi	2017 COP	FY 2018	17488	Improving Medical Education in Malawi under the President’s Emergency Plan for AIDS Relief (PEPFAR)	HHS/CDC	University of Malawi College of Medicine				Contract	Implementing Mechanism		521549		521549	200000	721549	0	0	0	0	0	0	0	109525	0	5215	0	0	0	0	104310	135603	36508	125173	5215												328500					
Malawi	Malawi	2017 COP	FY 2018	9281	I-TECH	HHS/HRSA	University of Washington					Implementing Mechanism		0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																	
Malawi	Malawi	2017 COP	FY 2018	18024	HIV Surveillance for Epidemic Control in Malawi under the President’s Emergency Plan for AIDS Relief (PEPFAR)	HHS/CDC	University of Washington				Contract	Implementing Mechanism		805978		805978	612797	1418775	0	0	0	0	0	0	0	419851	0	0	0	0	82377	0	0	0	0	303750	0																	
Malawi	Malawi	2017 COP	FY 2018	17720	Military Electronic Health Information Network	DOD	VISTA PARTNERS					Implementing Mechanism		0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																	
Malawi	Malawi	2017 COP	FY 2018	18028	Malawi Scholarship Program	USAID	World Learning				Contract	Implementing Mechanism	0	0	480000	480000	500000	980000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	480000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	480000	0	0	0	0	0
Malawi	Malawi	2017 COP	FY 2018	101091	Management and Operations	State						Management and Operations		543922		543922	0	543922	0	0	24400	0	0	0	0	4880	0	0	509762	0	0	0	0	0	0	4880	0																	
Malawi	Malawi	2017 COP	FY 2018	102091	Management and Operations	USAID						Management and Operations	0	0	5037501	5037501	1111787	6149288	0	92888	369496	0	0	0	0	759253	1698	141383	2791090	148943	227087	0	35779	93409	170613	192270	13592	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Malawi	Malawi	2017 COP	FY 2018	104091	Management and Operations	DOD						Management and Operations		63550		63550	80000	143550	0	5738	0	0	0	0	0	25818	0	956	25300	1339	0	0	0	0	0	4399	0																	
Malawi	Malawi	2017 COP	FY 2018	106091	Management and Operations	PC						Management and Operations		0		0	1488903	1488903	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																	
Malawi	Malawi	2017 COP	FY 2018	109091	Management and Operations	HHS/CDC						Management and Operations	1512500	5754100		7266600	0	7266600	0	161421	0	142908	29909	0	0	1906724	0	135791	3274634	0	369146	0	105401	270382	150985	523691	195608																	
Mozambique	Mozambique	2017 COP	FY 2018	7387	Oversight for 16 Type II RHC & 3 Warehouses	USAID	ARQUIPLAN LDA				Contract	Implementing Mechanism	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mozambique	Mozambique	2017 COP	FY 2018	80022	Infrastructure TBD-2	HHS/CDC	ARQUIPLAN LDA				Contract	Implementing Mechanism		0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																	0
Mozambique	Mozambique	2017 COP	FY 2018	18110	ARC - Nursing Council	HHS/CDC	African Health Profession Regulatory Collaborative for Nurses and Midwives					Implementing Mechanism		0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																	
Mozambique	Mozambique	2017 COP	FY 2018	18454	ASLM	HHS/CDC	African Society for Laboratory Medicine				Contract	Implementing Mechanism		191880		191880	0	191880	0	0	0	191880	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																	
Mozambique	Mozambique	2017 COP	FY 2018	18100	Primary School Retention and Transition to Secondary School for Vulnerable Girls in Zambezia	USAID	Ajuda de Desenvolvimento de Povo para Povo 					Implementing Mechanism	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mozambique	Mozambique	2017 COP	FY 2018	12619	AABB	HHS/CDC	"American Association of Blood Banks, Inc."		9/30/2016 4:00	9/29/2021 4:00	Cooperative Agreement	Implementing Mechanism		36936		36936	236494	273430	0	0	0	0	36936	0	0	0	0	0	0	0	0	0	0	0	0	0	0																	
Mozambique	Mozambique	2017 COP	FY 2018	9725	Twinning - AIHA	HHS/HRSA	"American International Health Alliance, Inc."				Contract	Implementing Mechanism		212542		212542	200000	412542	0	0	109566	102976	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0												212542					
Mozambique	Mozambique	2017 COP	FY 2018	9568	ASM	HHS/CDC	American Society For Microbiology				Cooperative Agreement	Implementing Mechanism		2325581		2325581	0	2325581	0	0	0	856256	0	0	0	278000	0	0	0	0	0	0	0	119925	355000	0	716400																	
Mozambique	Mozambique	2017 COP	FY 2018	9564	ASCP	HHS/CDC	American Society of Clinical Pathology				Cooperative Agreement	Implementing Mechanism		1136733		1136733	0	1136733	0	0	0	976833	0	0	0	0	0	0	0	0	0	0	0	159900	0	0	0																	
Mozambique	Mozambique	2017 COP	FY 2018	14647	Construction of Rural Health Centers - 5 in Zambezia	USAID	"Asna Construcoes e Engenharia , lda"					Implementing Mechanism	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mozambique	Mozambique	2017 COP	FY 2018	17261	Improving Integrated HIV Homecare Services	USAID	Associacao Nacional dos Enfermeiros de Mocambique (ANEMO)					Implementing Mechanism	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
